workId,lang,decadePrint,decadeFirstPrint,decade,decadeOld,diff,characterId,cl,isGrp,cGrp,persName,roleDesc,sex,age,profession,normalizedProfession,modifier,professionalGroupMethal,professionalGroupNoVal,professionalGroup,profGrpSelected,profGrpCoarse,profGrpCoarser,role,title,socialClassOrig,socialClassAuto,socialClass,cfSoc,origin,raceOrEthnicity,accentDialect,relations,normalizedRelation,genre,comments
088,ger,,,1830,1830,0,10,1,0,,Aline,,F,,Schneidermamsell,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
088,ger,,,1830,1830,0,11,1,0,,Amanda,,F,,Schneidermamsell,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
088,ger,,,1830,1830,0,12,1,0,,Ein Bedienter des Herrn van der Hort,,M,,Bediente,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Bediente(1),domestic worker(1),,
066,ger,,,1820,1820,0,1,1,0,,Kimmelmeier,Gastwirth und bürgerlicher Capitain,M,,Gastwirt|Capitain,innkeeper|captain,,,service & sales|military,service & sales|military,military,government & law enforcement,authority,,,,,UMC,,,,,,,,
066,ger,,,1820,1820,0,2,1,0,,Lieschen,seine Tochter,F,,,,,,,,,,,,,,,UMC,,,,,Tochter(1),daughter(1),,
066,ger,,,1820,1820,0,3,1,0,,Gretchen,seine Nichte,F,,,,,,,,,,,,,,,,,,,,Nichte(1),niece(1),,
066,ger,,,1820,1820,0,4,1,0,,Weigenand,"Doctor in spe, Lieschens Liebhaber",M,,Doktor in spe,scholar,student,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UC,,,,,Liebhaber(2),suitor(2),,
066,ger,,,1820,1820,0,5,1,0,,Von Darowitz,Cornet bei einem Freicorps,M,,Kornett,sergeant,,,military,military,military,government & law enforcement,authority,,,,,LMC,,,,,,,,Freicorps: in eigener Verantwortung handelnde Kampftruppe aus Freiwilligen ; Kornett: jüngster Offizier und Fahnenträger in einer Schwadron (DWDS)
066,ger,,,1820,1820,0,6,1,0,,Miller,Leibschütz des 15. Quartiers,M,,Leibschütz,guard,,,military,military,military,government & law enforcement,authority,,,,,LC,,,,,,,,
066,ger,,,1820,1820,0,7,1,0,7-11,Eppelmeier,Bürger,M,,,,,,,,,,,,,,,,,,,,,,,
066,ger,,,1820,1820,0,8,1,0,,Dappelius,,M,,,,,,,,,,,,,,,,,,,,,,,
066,ger,,,1820,1820,0,9,1,0,,Knorzheimer,,M,,,,,,,,,,,,,,,,,,,,,,,
066,ger,,,1820,1820,0,10,1,0,,Schmuttler,,M,,,,,,,,,,,,,,,,,,,,,,,
066,ger,,,1820,1820,0,11,1,0,,Leimpfann,,M,,,,,,,,,,,,,,,,,,,,,,,
066,ger,,,1820,1820,0,12,1,0,,Ein Buchdruckergesell,,M,,Buchdruckergesell,printmaker,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
066,ger,,,1820,1820,0,13,0,1,,Drei Mägde,,F,,Magd,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
066,ger,,,1820,1820,0,14,0,1,,Drei Knechte,,M,,Knecht,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
066,ger,,,1820,1820,0,15,0,1,,Zwei Tambours,,M,,Tambour,military musician,,,military,military,military,government & law enforcement,authority,,,,,LC,,,,,,,,
066,ger,,,1820,1820,0,16,0,1,,Zwei Pompiers,,M,,Pompier,firefighter,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LMC,,,,,,,,
065,ger,,,1830,1830,0,1,1,0,,Konrad Splitt,ein Dichter,M,,Dichter,poet,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
065,ger,,,1830,1830,0,2,1,0,,Frau Schnawwelmännin,seine Wirthin,F,,Wirtin,landlord,,,rentiers,rentiers,rentiers,rentiers,bourgeoisie,,,,,UMC,,,,,Wirthin(1),landlord(1),,
065,ger,,,1830,1830,0,3,1,0,,Philippine Dinkelmeiern,ein Wasch- und Bügelmädchen,F,,Waschmädchen|Bügelmädchen,laundry worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,4,1,0,,Meckeritz,Schneider aus Sachsen,M,,Schneider,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,Sachsen,,,,,,
065,ger,,,1830,1830,0,5,1,0,,Sohlfritz,Schuhmacher,M,,Schuhmacher,shoemaker,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
065,ger,,,1830,1830,0,6,1,0,,Kibitz,Friseur,M,,Friseur,hairdresser,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
065,ger,,,1830,1830,0,7,1,0,,Ein Theaterdiener,,M,,Theaterdiener,theater worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,8,1,0,8-9,Erster,Bürger,M,,,,,,,,,,,,,,,,,,,,,,,
065,ger,,,1830,1830,0,9,1,0,,Zweiter,,M,,,,,,,,,,,,,,,,,,,,,,,
065,ger,,,1830,1830,0,10,1,0,10-11,Ein Berliner,Handwerksbursche,M,,Handwerker,craftsperson,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,Berlin,,,,,,
065,ger,,,1830,1830,0,11,1,0,,Ein Sachsenhäuser,,M,,Handwerker,craftsperson,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,Sachsenhausen,,,,,,
065,ger,,,1830,1830,0,12,0,1,,Zwei Mädchen,,F,,,,,,,,,,,,,,,,,,,,,,,
065,ger,,,1830,1830,0,13,1,0,,Ein Kutscher,,M,,Kutscher,coach driver,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,14,1,0,,Ein Bedienter,,M,,Bediente,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,15,1,0,,Ein Dienstmädchen,,F,,Dienstmädchen,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,16,1,0,,Ein Lakai,,M,,Lakai,valet,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,17,0,1,,Zwei Mägde,,F,,Magd,maid,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,18,1,0,,Ein Livreejäger,,M,,Livreejäger,hunter,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,,,,Livree: uniform
065,ger,,,1830,1830,0,19,1,0,,Ein Weckmädchen,,F,,Weckmädchen,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,20,1,0,,Ein Gast,,M,,,,,,,,,,,,,,,,,,,,,,,
065,ger,,,1830,1830,0,21,0,1,,Zwei Ladendiener,,U,,Ladendiener,retail worker,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,22,0,1,,Zwei Köchinnen,,F,,Köchin,cook,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,23,1,0,,Mussje Wolf,Mischores,M,,,,,,,,,,,,,,,,,,,,,,,Mischores: didn't find the meaning
065,ger,,,1830,1830,0,24,1,0,,Sannchen,Schickselche,F,,,,,,,,,,,,,,,,,,,,,,,"Schickse: dumme, lästige weibliche Person (DWDS)"
065,ger,,,1830,1830,0,25,1,0,25-26,Heinrich,ein Liebespaar,M,,,,,,,,,,,,,,,,,,,,Liebhaber(26),lover(26),,
065,ger,,,1830,1830,0,26,1,0,,Amichen,,F,,,,,,,,,,,,,,,,,,,,Liebhaberin(25),lover(25),,
065,ger,,,1830,1830,0,27,0,1,,Gäste,,U,,,,,,,,,,,,,,,,,,,,,,,
065,ger,,,1830,1830,0,28,0,1,,Kellner,,U,,Kellner,waiter,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
065,ger,,,1830,1830,0,29,0,1,,Knaben,,M,,,,,,,,,,,,,,,,,,,,,,,
109,ger,,,1820,1820,0,1,1,0,,Herr Niclas Staar,Bürgermeister und Oberältester in Krähwinkel,M,,Bürgermeister,mayor,,,government officials,government officials,government officials,government & law enforcement,authority,,,,,UMC,,,,,,,,
109,ger,,,1820,1820,0,2,1,0,,Albertine,seine Braut,F,,,,,,,,,,,,,,,,,,,,Braut(1),fiancée(1),,
109,ger,,,1820,1820,0,3,1,0,,Der Vice-Waisenamts-Vorsteher,sein Bruder,M,,Vice-Waisenamts-Vorsteher,orphanage manager,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,Bruder(1),brother(1),,
109,ger,,,1820,1820,0,4,1,0,,Der Runkelrüben-Commissions-Assessor Sperling,Dichter und Director des gelehrten Clubs auf dem Kaffehhaus zu Krähwinkel,M,,Dichter|Kommissionsassessor,poet|assessor,,,"artists|professionals, scientific, technical","artists|professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,manager of a scholar club,,,,UMC,,,,,,,,
109,ger,,,1820,1820,0,5,1,0,,Der Stadtcommandant und Fahnenjunker Rummelpuff,,M,,Stadtkommandant,commanding officer,,,military,military,military,government & law enforcement,authority,,,,,UC,,,,,,,,Stadtkommandant: oberster Befehlshaber in einer unter Militäradministration stehenden Stadt (DWDS); Fahnenjunker: Offiziersanwärter
109,ger,,,1820,1820,0,6,1,0,,Der Zeitungsschreiber Pfiffspitz,,M,,Zeitungsschreiber,journalist,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UMC,,,,,,,,
109,ger,,,1820,1820,0,7,1,0,,Der Schulmeister Gansleber,,M,,Schulmeister,schoolteacher,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UMC,,,,,,,,
109,ger,,,1820,1820,0,8,1,0,,Hannchen,seine Tochter,F,,,,,,,,,,,,,,,UMC,,,,,Tochter(7),daughter(7),,
109,ger,,,1820,1820,0,9,1,0,,Der Apotheker und zweyte Rathsherr von Krähwinkel,,M,,Apotheker|Ratsherr,pharmacist|councillor,,,"professionals, scientific, technical|government officials","professionals, scientific, technical|government officials",government officials,government & law enforcement,authority,,,,,UC,,,,,,,,
109,ger,,,1820,1820,0,10,1,0,,Der Rathsdiener Klaus,,M,,Ratsdiener,civil servant,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,,,,
109,ger,,,1820,1820,0,11,1,0,,Der Kaffehsieder zum hölzernen Löffel,,M,,Kaffeesieder,cafe owner,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
109,ger,,,1820,1820,0,12,1,0,,Seine Frau,,F,,,,,,,,,,,,,,,LMC,,,,,Frau(11),wife(11),,
109,ger,,,1820,1820,0,13,1,0,,Lustig,Schauspieler,M,,Schauspieler,actor,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
109,ger,,,1820,1820,0,14,1,0,,Kätchen Gutsmuth,seine Schwester,F,,,,,,,,,,,,,,,,,,,,Schwester(13),sister(13),,
109,ger,,,1820,1820,0,15,1,0,15-16,Fritz Walter,zwey Fremde,M,,,,,,,,,,,,,,,,,,,,,,,
109,ger,,,1820,1820,0,16,1,0,,Franz Walter,,M,,,,,,,,,,,,,,,,,,,,,,,
109,ger,,,1820,1820,0,17,1,0,,Aron,ein Jude,M,,,,,,,,,,,,,,,,,,Jewish,,,,,
109,ger,,,1820,1820,0,18,1,0,,Jean,Friseur von Krähwinkel,M,,Friseur,hairdresser,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,,,,
109,ger,,,1820,1820,0,19,0,1,,Mehrere Rathsherrn,,M,,Ratsherr,councillor,,,government officials,government officials,government officials,government & law enforcement,authority,,,,,UMC,,,,,,,,
109,ger,,,1820,1820,0,20,0,1,,Mehrere Vettern des Staarischen Hauses,,M,,,,,,,,,,,,,,,,,,,,Vetter(1),cousin(1),,
109,ger,,,1820,1820,0,21,1,0,,Ein Nachtwächter,,M,,Nachtwächter,night guard,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,LC,,,,,,,,
109,ger,,,1820,1820,0,22,0,1,,Musikanten,,U,,Musikant,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
109,ger,,,1820,1820,0,23,0,1,,Stadtsoldaten,,M,,Stadtsoldat,soldier,,,military,military,military,government & law enforcement,authority,,,,,LC,,,,,,,,
109,ger,,,1820,1820,0,24,0,1,,Kinder,,U,,,,,,,,,,,,,,,,,,,,,,,
109,ger,,,1820,1820,0,25,0,1,,Volk,,U,,,,,,,,,,,,,,,,,,,,,,,
108,ger,,,1820,1820,0,1,1,0,,Die Marquise Devain,,F,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,Marquise,,,UC,,,,,,,,
108,ger,,,1820,1820,0,2,1,0,,Ludwig,ihr Sohn,M,,,,,,,,,,,,,,,UC,,,,,Sohn(1),son(1),,
108,ger,,,1820,1820,0,3,1,0,,Elise,ihre Tochter,F,,,,,,,,,,,,,,,UC,,,,,Tochter(1),daughter(1),,
108,ger,,,1820,1820,0,4,1,0,,Ihr Hausarzt,,M,,Hausarzt,medical doctor,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,UC,,,,,Hausarzt(1),doctor(1),,
108,ger,,,1820,1820,0,5,1,0,,Florian Kreutzkopf,Fiaker,M,,Fiaker,coach driver,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
108,ger,,,1820,1820,0,6,1,0,,Zillerl,sein Weib,F,,,,,,,,,,,,,,,LC,,,,,Weib(5),wife(5),,
108,ger,,,1820,1820,0,7,1,0,7-11,Knackerl,seine Knechte,M,,Knecht,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Knecht(5),valet(5),,
108,ger,,,1820,1820,0,8,1,0,,Speck,,M,,Knecht,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Knecht(5),valet(5),,
108,ger,,,1820,1820,0,9,1,0,,Riemer,,M,,Knecht,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Knecht(5),valet(5),,
108,ger,,,1820,1820,0,10,1,0,,Fisolenpoldl,,M,,Knecht,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Knecht(5),valet(5),,
108,ger,,,1820,1820,0,11,1,0,,Bünkerl,,M,,Knecht,valet,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Knecht(5),valet(5),,
108,ger,,,1820,1820,0,12,1,0,,Mariandl,Kreutzkopfs Schwester,F,,,,,,,,,,,,,,,,,,,,Schwester(5),sister(5),,
108,ger,,,1820,1820,0,13,1,0,,Suserl,Fiaker-Magd,F,,Fiakermagd,coach staff,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
108,ger,,,1820,1820,0,14,1,0,,Michel,ein Tyroler,M,,,,,,,,,,,,,,,,,Tyrol,,,,,,
108,ger,,,1820,1820,0,15,1,0,,Lisel,seine Braut,F,,,,,,,,,,,,,,,,,,,,Braut(14),fiancée(14),,
108,ger,,,1820,1820,0,16,1,0,,Pimpernelle Hauswurzen,eine Kräutlerinn,F,,Kräutlerin,herbalist,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
108,ger,,,1820,1820,0,17,1,0,,Lorenz,Pferdhändler,M,,Pferdehändler,animal dealer,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LMC,,,,,,,,
108,ger,,,1820,1820,0,18,1,0,,Ein Commissär,,M,,Kommissar,police commissioner,,,police & security,police & security,police & security,government & law enforcement,authority,,,,,UC,,,,,,,,Kommissar: staatlich Beauftragter mit besonderen Vollmachten ODER einstweiliger Vertreter in einem Amt (DWDS)
108,ger,,,1820,1820,0,19,1,0,,Ein Gerichtsdiener,,M,,Gerichtsdiener,court usher,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,,,,
108,ger,,,1820,1820,0,20,0,1,,Mehrere Fiakerknechte,,M,,Fiakerknecht,coach staff,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
108,ger,,,1820,1820,0,21,0,1,,Herren und Damen,,B,,,,,,,,,,,,,,,,,,,,,,,
108,ger,,,1820,1820,0,22,0,1,,Musikanten,,U,,Musikant,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
108,ger,,,1820,1820,0,23,0,1,,Bediente,,U,,Bediente,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
108,ger,,,1820,1820,0,24,0,1,,Volk,,U,,,,,,,,,,,,,,,,,,,,,,,
108,ger,,,1820,1820,0,25,0,1,,Fiakerbuben,,M,,Fiakerbube,coach driver,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
106,ger,,,1810,1810,0,1,1,0,,Adam Kratzerl,Musikant,M,,Musikant,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
106,ger,,,1810,1810,0,2,1,0,,Katharina,sein Weib,F,,,,,,,,,,,,,,,LMC,,,,,Weib(1),wife(1),,
106,ger,,,1810,1810,0,3,1,0,,Margaretha,ihre Ziehmutter,F,,,,,,,,,,,,,,,,,,,,Ziehmutter(2),foster mother(2),,
106,ger,,,1810,1810,0,4,1,0,4-6,Strampfer,Musikanten,M,,Musikant,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
106,ger,,,1810,1810,0,5,1,0,,Scherer,,M,,Musikant,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
106,ger,,,1810,1810,0,6,1,0,,Schaber,,M,,Musikant,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
106,ger,,,1810,1810,0,7,1,0,,Baron Rosen,,M,,,,,,aristocrats,aristocrats,aristocrats,nobility,aristocracy,,Baron,,,UC,,,,,,,,
106,ger,,,1810,1810,0,8,1,0,,Tulipan,sein Bedienter,M,,Bediente,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Bediente(7),domestic worker(7),,
106,ger,,,1810,1810,0,9,1,0,,Quadrille,ein Tanzmeister,M,,Tanzmeister,dance teacher,,,"professionals, scientific, technical","professionals, scientific, technical","professionals, scientific, technical",liberal & scientific professions,bourgeoisie,,,,,LMC,,,,,,,,
106,ger,,,1810,1810,0,10,1,0,,Aron,ein Handelsjude,M,,Händler,merchant,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,Jewish,,,,,
106,ger,,,1810,1810,0,11,1,0,,Kanefaß,ein Schneidermeister,M,,Schneidermeister,master tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,UMC,,,,,,,,
106,ger,,,1810,1810,0,12,1,0,12-14,Manchester,seine Gesellen,M,,Schneidergeselle,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,Geselle(11),worker(11),,
106,ger,,,1810,1810,0,13,1,0,,Kasimir,,M,,Schneidergeselle,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,Geselle(11),worker(11),,
106,ger,,,1810,1810,0,14,1,0,,Azor,,M,,Schneidergeselle,tailor,,,crafts,crafts,crafts,crafts,bourgeoisie,,,,,LMC,,,,,Geselle(11),worker(11),,
106,ger,,,1810,1810,0,15,1,0,,Madame Coeffure,eine Marchandmod,F,,Marchandmod,textile merchant,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
106,ger,,,1810,1810,0,16,1,0,16-18,Laura,ihre Lehrmädchen,F,,Lehrmädchen,textile merchant,apprentice,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,Lehrmädchen(15),apprentice(15),,
106,ger,,,1810,1810,0,17,1,0,,Rosa,,F,,Lehrmädchen,textile merchant,apprentice,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,Lehrmädchen(15),apprentice(15),,
106,ger,,,1810,1810,0,18,1,0,,Lina,,F,,Lehrmädchen,textile merchant,apprentice,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,Lehrmädchen(15),apprentice(15),,
106,ger,,,1810,1810,0,19,1,0,,Krebs,ein Sesseltrager,M,,Sesselträger,coach driver,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,Sesselträger: https://www.geschichtewiki.wien.gv.at/Sesseltr%C3%A4ger
106,ger,,,1810,1810,0,20,1,0,,Rebekka,eine Kartenauffschlagerin,F,,Kartenaufschlägerin,clairvoyant,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
106,ger,,,1810,1810,0,21,1,0,,Sabina,ihre Tochter,F,,,,,,,,,,,,,,,LC,,,,,Tochter(20),daughter(20),,
106,ger,,,1810,1810,0,22,1,0,,Franz,Jäger bey Baron Rosen,M,,Jäger,hunter,,,agriculture,agriculture,agriculture,agriculture,agriculture,,,,,LMC,,,,,Jäger(7),hunter(7),,
106,ger,,,1810,1810,0,23,1,0,,Ein Laufer,,M,,Läufer,messenger,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,,,,
106,ger,,,1810,1810,0,24,0,1,,Bediente,,U,,Bediente,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,,,,
106,ger,,,1810,1810,0,25,0,1,,Musikanten,,U,,Musikant,musician,,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
106,ger,,,1810,1810,0,26,0,1,,Tandler,,U,,Tandler,second-hand dealer,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,,,,
106,ger,,,1810,1810,0,27,0,1,,Volk,,U,,,,,,,,,,,,,,,,,,,,,,,
107,ger,,,1810,1810,0,1,1,0,,Herr Adam Kratzerl von Kratzerlfeld,ehemals Musikant,M,,Musikant,musician,former,,artists,artists,artists,artists,artists,,,,,LMC,,,,,,,,
107,ger,,,1810,1810,0,2,1,0,,Katharina,seine Gemahlin,F,,,,,,,,,,,,,,,LMC,,,,,Gemahlin(1),wife(1),,
107,ger,,,1810,1810,0,3,1,0,,Margaretha,ihre Ziehmutter,F,,,,,,,,,,,,,,,,,,,,Ziehmutter(2),foster mother(2),,
107,ger,,,1810,1810,0,4,1,0,,Jakob Grünberg,"ehemals Baron Rosen, ihr Vetter",M,,,,,,,,,,,,,,,,,,,,Vetter(2),cousin(2),,
107,ger,,,1810,1810,0,5,1,0,,Krebs,"ein Sesselträger, Vetter des Kratzerl",M,,Sesselträger,coach driver,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LC,,,,,Vetter(1),cousin(1),,Sesselträger: https://www.geschichtewiki.wien.gv.at/Sesseltr%C3%A4ger
107,ger,,,1810,1810,0,6,1,0,,Rebekka,"ehemals Kartenauffschlagerin, jetzt Haushälterin bey Kratzerl",F,,Haushälterin,housekeeper,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Haushälterin(1),,,
107,ger,,,1810,1810,0,7,1,0,,Tulipan,Bedienter bey Kratzerl,M,,Bediente,domestic worker,,,elementary professions,elementary professions,elementary professions,elementary professions,elementary workers,,,,,LC,,,,,Bediente(1),domestic worker(1),,
107,ger,,,1810,1810,0,8,1,0,,Linksum,Haushofmeister in Diensten des Herrn von Kratzerl,M,,Haushofmeister,majordomo,,,intermediate professions,intermediate professions,intermediate professions,bourgeoisie other,bourgeoisie,,,,,LMC,,,,,Haushofmeister(1),majordomo(1),,
107,ger,,,1810,1810,0,9,1,0,,Rechtsum,Kellermeister in Diensten des Herrn von Kratzerl,M,,Kellermeister,wine merchant,,,service & sales,service & sales,service & sales,commerce & services,bourgeoisie,,,,,LMC,,,,,Kellermeister(1),wine merchant(1),,
